X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member_position
155.833,260.985,999.0,999.0,-1.56,0.24,1,0.997547334088888
361.899,184.202,999.0,999.0,-1.5,0.22,1,0.9977826772741045
10.589,68.317,-123.013,4.08,-1.79,0.28,1,0.9933092229425718
350.52,-28.02,999.0,999.0,-2.15,0.28,1,0.9972502749184577
383.147,123.453,999.0,999.0,-2.05,0.23,1,0.9976901235989343
283.15,117.561,999.0,999.0,-1.6,0.26,1,0.9984888948694579
138.013,143.802,999.0,999.0,-1.62,0.28,1,0.9980109859240258
133.197,123.053,999.0,999.0,-1.71,0.23,1,0.9979543818408363
465.511,50.391,999.0,999.0,-1.48,0.21,1,0.9950246407489506
445.376,40.587,999.0,999.0,-1.42,0.21,1,0.9958517288555497
360.477,185.964,999.0,999.0,-2.2,0.28,1,0.9977908274470174
190.997,331.172,999.0,999.0,-1.55,0.2,1,0.9966444054481697
362.872,88.609,999.0,999.0,-1.94,0.27,1,0.9979469489732434
343.439,60.287,999.0,999.0,-2.48,0.26,1,0.9980622270580822
132.088,27.759,999.0,999.0,-1.43,0.26,1,0.9974641547108422
315.719,172.784,999.0,999.0,-1.88,0.26,1,0.9982637569659035
112.815,-19.855,999.0,999.0,-1.31,0.28,1,0.9963655932401396
378.505,386.143,999.0,999.0,-1.98,0.26,1,0.99111508797795
96.147,170.687,999.0,999.0,-1.97,0.26,1,0.9973395447820023
160.75,147.492,999.0,999.0,-2.02,0.21,1,0.998217150695938
152.732,-7.228,999.0,999.0,-1.69,0.21,1,0.9973585199638362
309.865,430.922,999.0,999.0,-1.85,0.23,1,0.9903430363307155
560.362,-151.641,999.0,999.0,-1.09,0.29,1,0.9522388106512533
-0.729,159.126,999.0,999.0,-1.71,0.2,1,0.9931306199398585
263.707,135.946,-129.868,6.03,-1.61,0.25,1,0.9985202643801707
85.864,119.532,999.0,999.0,-2.01,0.22,1,0.9971497131952268
148.912,-173.211,-128.867,4.49,-1.83,0.21,1,0.9895405917833715
341.78,99.517,999.0,999.0,-1.51,0.22,1,0.9981708334877579
-46.558,-95.873,999.0,999.0,-1.97,0.21,1,0.9616919918973406
136.787,-249.441,-126.702,5.52,-2.25,0.2,1,0.970805302253783
28.42,-43.927,-111.851,4.08,-1.38,0.25,1,0.9906302182544665
365.304,254.051,999.0,999.0,-1.42,0.24,1,0.9970276618577957
457.936,-20.753,999.0,999.0,-1.37,0.21,1,0.9942077392914657
40.793,-104.002,999.0,999.0,-1.55,0.22,1,0.9868789549528181
398.936,288.593,999.0,999.0,-1.73,0.29,1,0.9953611502967082
437.233,115.749,-110.019,4.21,-1.97,0.29,1,0.9964352133185559
162.065,206.762,999.0,999.0,-2.16,0.24,1,0.9980453272332014
-29.131,386.237,999.0,999.0,-1.94,0.21,1,0.972988646367299
371.134,197.003,999.0,999.0,-2.13,0.27,1,0.9975654439669616
313.609,277.643,999.0,999.0,-1.64,0.24,1,0.9973932766363136
244.901,41.534,999.0,999.0,-1.52,0.28,1,0.9983376493184982
457.533,12.147,999.0,999.0,-1.38,0.28,1,0.9949327703819664
211.348,345.228,999.0,999.0,-1.42,0.22,1,0.9963821967556951
319.335,151.024,-100.361,6.31,-2.1,0.24,1,0.9983026903028351
524.03,182.057,999.0,999.0,-1.65,0.28,1,0.9889907360753509
159.557,254.265,-121.757,4.27,-1.64,0.28,1,0.9976574525210816
68.12,177.566,999.0,999.0,-1.78,0.25,1,0.9966283813608806
504.257,31.724,-125.215,5.99,-1.97,0.2,1,0.9919070691908252
121.12,-120.37,999.0,999.0,-1.98,0.21,1,0.9926908999779132
405.9,-232.339,999.0,999.0,-1.69,0.26,1,0.9774791889190865
220.084,289.957,999.0,999.0,-1.6,0.22,1,0.9975603821781875
405.475,137.302,999.0,999.0,-2.08,0.27,1,0.9972508874854585
310.412,144.641,999.0,999.0,-1.77,0.22,1,0.998365305268007
101.927,-119.609,999.0,999.0,-1.29,0.21,1,0.9915907104148984
274.251,142.742,-120.207,5.3,-1.56,0.22,1,0.9984967011720615
120.1,-32.506,-115.186,3.78,-1.83,0.29,1,0.9962795317980501
67.644,30.419,-140.54,4.13,-1.88,0.3,1,0.9958606784617594
239.458,-26.753,999.0,999.0,-1.12,0.3,1,0.9977628825719179
-35.496,194.378,-138.473,2.96,-2.32,0.27,1,0.9887932771333018
379.124,171.616,999.0,999.0,-1.78,0.21,1,0.9976022095707001
466.421,157.185,-95.206,4.28,-1.8,0.27,1,0.9949566660967192
140.286,261.495,999.0,999.0,-1.69,0.29,1,0.9973617028657349
202.433,439.286,999.0,999.0,-1.92,0.21,1,0.9909404466783456
352.982,467.474,-124.35,5.35,-1.53,0.22,1,0.981172487503558
301.323,142.381,999.0,999.0,-1.94,0.28,1,0.9984118539429226
118.894,80.703,999.0,999.0,-2.1,0.25,1,0.997644074268085
315.299,-67.225,999.0,999.0,-1.38,0.3,1,0.99694009804893
335.767,304.577,999.0,999.0,-1.72,0.23,1,0.9965855874224355
161.585,345.864,999.0,999.0,-1.65,0.24,1,0.9959200859571102
349.734,220.51,999.0,999.0,-1.37,0.3,1,0.9976702926795273
283.327,11.865,999.0,999.0,-2.19,0.27,1,0.9981238246891381
176.33,91.879,-115.366,2.86,-1.63,0.29,1,0.9982842803839047
108.164,-5.482,999.0,999.0,-1.39,0.27,1,0.9965237063755253
312.423,483.753,999.0,999.0,-2.05,0.24,1,0.9813020825200065
409.575,258.985,999.0,999.0,-1.5,0.21,1,0.9957609655745077
307.917,249.055,-122.894,5.21,-1.75,0.21,1,0.9978073990009586
1.684,84.017,999.0,999.0,-1.89,0.25,1,0.9928359119494977
193.477,222.615,999.0,999.0,-1.85,0.25,1,0.9981448815039375
330.248,243.787,999.0,999.0,-2.2,0.23,1,0.997663095954606
547.514,216.091,999.0,999.0,-1.91,0.28,1,0.9824362507109425
221.302,-20.416,999.0,999.0,-1.59,0.24,1,0.9977823763332977
362.468,-233.259,999.0,999.0,-1.64,0.26,1,0.9820129836797487
-47.421,405.456,-110.265,2.47,-1.58,0.23,1,0.9595382381191816
210.2,162.792,999.0,999.0,-1.94,0.22,1,0.9984444487612839
-34.563,418.525,999.0,999.0,-1.4,0.23,1,0.9613903588436915
477.301,78.122,999.0,999.0,-1.59,0.24,1,0.9945546841424752
231.583,-8.658,999.0,999.0,-1.85,0.27,1,0.9979465289979262
144.13,-43.781,999.0,999.0,-1.96,0.22,1,0.9965727581231324
309.985,4.134,-129.193,5.36,-1.54,0.29,1,0.997957404556685
133.442,54.802,999.0,999.0,-1.73,0.2,1,0.9977080309625671
353.438,141.347,999.0,999.0,-1.85,0.29,1,0.9980435872641755
334.104,15.59,-127.017,2.56,-2.02,0.27,1,0.9978860373775921
183.97,7.494,-135.573,6.23,-2.04,0.2,1,0.9978585458079268
370.168,91.246,-111.859,3.24,-1.7,0.26,1,0.9978629265414319
242.58,505.162,999.0,999.0,-1.4,0.2,1,0.9793797915292117
291.684,455.782,999.0,999.0,-1.89,0.23,1,0.9879006610276169
341.353,226.061,999.0,999.0,-2.25,0.28,1,0.9977200326844398
261.261,137.526,999.0,999.0,-1.76,0.27,1,0.9985217577172758
72.555,-52.646,999.0,999.0,-2.06,0.26,1,0.9937264078124585
176.886,-3.211,999.0,999.0,-1.22,0.28,1,0.9976859843186636
480.29,247.42,999.0,999.0,-2.37,0.26,1,0.9917736116384154
294.226,202.054,999.0,999.0,-1.36,0.2,1,0.9982492176266441
267.198,17.661,999.0,999.0,-1.66,0.29,1,0.9981939316701881
257.082,156.991,999.0,999.0,-1.83,0.26,1,0.9984996337710645
134.692,74.898,999.0,999.0,-1.43,0.29,1,0.9978393518937685
-44.748,58.232,999.0,999.0,-1.92,0.2,1,0.9854990164680886
121.821,336.894,-95.403,6.0,-1.68,0.21,1,0.9954293323289096
37.037,235.043,999.0,999.0,-1.17,0.29,1,0.994823150696405
413.611,86.078,999.0,999.0,-1.6,0.21,1,0.9970841890967289
371.547,-138.424,999.0,999.0,-1.22,0.24,1,0.9932711602517653
388.86,-200.464,999.0,999.0,-2.03,0.23,1,0.9860584425986115
255.011,143.029,999.0,999.0,-1.31,0.2,1,0.998521610559875
497.721,104.76,999.0,999.0,-0.77,0.28,1,0.9931314530087209
116.914,151.361,999.0,999.0,-1.8,0.28,1,0.9977361855664109
63.16,120.398,999.0,999.0,-1.7,0.24,1,0.9965282194855083
377.332,-14.183,999.0,999.0,-1.79,0.26,1,0.9970406520579441
59.492,48.973,999.0,999.0,-1.49,0.3,1,0.9958251941710583
294.609,-8.047,-123.68,4.16,-1.8,0.24,1,0.9979178203930601
277.41,227.67,999.0,999.0,-1.58,0.23,1,0.9981558872896944
211.29,150.956,999.0,999.0,-1.91,0.3,1,0.9984671261115649
-84.834,243.056,999.0,999.0,-1.7,0.23,1,0.9738134023813988
164.473,64.76,999.0,999.0,-2.41,0.27,1,0.9981018889360064
231.724,207.924,999.0,999.0,-1.96,0.26,1,0.998327542300618
364.373,-129.987,999.0,999.0,-1.71,0.29,1,0.9939849701746197
427.628,261.478,999.0,999.0,-1.67,0.28,1,0.9949445506510949
150.145,162.795,999.0,999.0,-0.8,0.28,1,0.9981054845458993
141.849,142.065,999.0,999.0,-1.95,0.25,1,0.9980525923658876
326.978,62.478,999.0,999.0,-1.47,0.23,1,0.9981973452096452
268.544,281.125,999.0,999.0,-1.65,0.24,1,0.9976429644162735
96.632,376.694,999.0,999.0,-1.94,0.21,1,0.9926631299715908
114.091,213.963,999.0,999.0,-1.62,0.28,1,0.9974382309757298
491.011,-179.051,-126.724,2.56,-0.94,0.3,1,0.9739803099683392
535.583,291.983,-109.165,5.48,-2.19,0.23,1,0.9773229509800457
141.732,222.09,999.0,999.0,-1.83,0.21,1,0.9977573306294275
190.545,65.734,-129.716,5.57,-1.32,0.28,1,0.9982832022195222
311.328,-102.515,999.0,999.0,-1.88,0.23,1,0.996065060438043
71.904,120.553,-123.501,3.01,-1.99,0.25,1,0.9967930927795039
-28.803,324.126,999.0,999.0,-1.37,0.24,1,0.9829595004757218
312.894,462.915,999.0,999.0,-1.91,0.22,1,0.985664506319769
359.064,138.047,999.0,999.0,-2.18,0.22,1,0.9979889784739451
281.864,-49.524,999.0,999.0,-1.74,0.29,1,0.9974374329095239
-130.935,425.082,999.0,999.0,-1.79,0.23,1,0.8389647576164139
203.301,144.564,999.0,999.0,-1.75,0.27,1,0.9984499862707804
381.781,273.272,999.0,999.0,-2.05,0.28,1,0.9963030216900873
445.863,218.047,999.0,999.0,-2.04,0.25,1,0.9951128589826823
134.153,69.521,999.0,999.0,-1.61,0.26,1,0.9978055531222308
317.113,86.562,-126.21,2.48,-1.35,0.24,1,0.9983224797476175
444.537,84.003,999.0,999.0,-1.8,0.23,1,0.9961539971169426
272.635,289.429,999.0,999.0,-1.64,0.29,1,0.9975056025871206
250.959,84.759,999.0,999.0,-1.77,0.3,1,0.9984924352698875
231.561,223.532,999.0,999.0,-2.21,0.27,1,0.9982387417279702
282.514,74.33,-123.636,2.98,-1.77,0.29,1,0.998430483383748
429.212,-131.84,999.0,999.0,-1.68,0.25,1,0.990685238801505
186.266,-18.734,999.0,999.0,-2.15,0.29,1,0.9975807542033558
142.055,-122.402,999.0,999.0,-1.33,0.24,1,0.9935240498705906
325.205,-275.213,999.0,999.0,-1.89,0.27,1,0.9723499205327281
132.288,488.993,999.0,999.0,-1.68,0.25,1,0.9799084033942204
236.078,73.623,999.0,999.0,-1.75,0.23,1,0.998455129930055
281.853,215.785,999.0,999.0,-2.04,0.24,1,0.9982201564545313
354.763,253.619,999.0,999.0,-1.57,0.26,1,0.9972173986556024
145.612,293.789,999.0,999.0,-1.21,0.26,1,0.9969512012264349
187.512,49.5,999.0,999.0,-1.83,0.23,1,0.9981905321897506
373.101,-119.229,999.0,999.0,-1.53,0.25,1,0.9942684078033547
125.861,211.385,999.0,999.0,-1.52,0.22,1,0.9976333553738725
-19.957,114.766,999.0,999.0,-1.62,0.24,1,0.9910358416111843
326.773,550.398,999.0,999.0,-1.54,0.27,1,0.9483322704036232
242.788,35.427,999.0,999.0,-1.6,0.23,1,0.998303495029144
258.373,5.057,999.0,999.0,-2.51,0.24,1,0.9981041800398452
151.296,287.7,-103.613,2.31,-1.74,0.2,1,0.9971291619631056
289.167,112.808,-112.294,4.5,-2.17,0.25,1,0.9984705463730602
323.585,-114.56,999.0,999.0,-1.51,0.27,1,0.9955113374917253
354.761,-35.455,999.0,999.0,-1.84,0.26,1,0.997081961217033
253.868,154.353,999.0,999.0,-1.66,0.29,1,0.9985065831868422
343.365,156.727,999.0,999.0,-1.35,0.26,1,0.9981046475099403
85.264,171.222,999.0,999.0,-1.57,0.28,1,0.997104276128409
421.717,-160.792,999.0,999.0,-2.01,0.28,1,0.9885375142187868
329.847,312.403,999.0,999.0,-1.62,0.27,1,0.9964943635110625
262.695,-11.375,999.0,999.0,-1.85,0.26,1,0.99795352408467
273.077,130.872,999.0,999.0,-1.54,0.25,1,0.9985090405466094
342.1,164.06,999.0,999.0,-1.4,0.22,1,0.9980929892865154
409.25,67.944,999.0,999.0,-1.72,0.26,1,0.9971253466489396
184.521,246.164,999.0,999.0,-2.05,0.29,1,0.9979216613427679
243.452,8.112,-134.923,4.27,-1.24,0.28,1,0.9981207271947419
176.666,-59.524,999.0,999.0,-1.83,0.28,1,0.9967641340757016
185.006,155.275,999.0,999.0,-2.31,0.22,1,0.998360289451261
243.956,475.566,999.0,999.0,-1.52,0.28,1,0.9860339055309756
-15.46,317.339,999.0,999.0,-1.91,0.25,1,0.9862033562843153
238.761,304.807,999.0,999.0,-1.51,0.26,1,0.9973383563270218
12.464,365.91,999.0,999.0,-1.72,0.28,1,0.9859750548915516
277.73,379.728,999.0,999.0,-1.78,0.26,1,0.9948986010455173
230.947,27.436,999.0,999.0,-1.8,0.29,1,0.998237545292625
272.546,-163.212,999.0,999.0,-1.63,0.26,1,0.9934415476881696
139.852,-189.886,-114.76,4.88,-1.69,0.3,1,0.9866053901801058
267.693,50.959,-117.818,3.0,-1.48,0.3,1,0.998376793595851
353.83,252.078,999.0,999.0,-1.71,0.27,1,0.9972539666238669
-67.055,236.062,999.0,999.0,-1.62,0.23,1,0.9805419738990778
95.214,238.092,-114.096,2.9,-1.8,0.22,1,0.9968489193868013
142.911,19.505,999.0,999.0,-1.3,0.26,1,0.997540116251521
230.08,-82.065,999.0,999.0,-1.9,0.2,1,0.9967413503513755
68.295,200.422,999.0,999.0,-2.16,0.27,1,0.9964964128645255
227.189,-40.785,999.0,999.0,-1.44,0.21,1,0.9975327627199027
246.323,128.213,-109.454,5.29,-1.46,0.25,1,0.9985331754156019
104.04,-59.512,-122.613,4.86,-1.92,0.25,1,0.9949787036488928
165.985,-142.124,-117.766,3.94,-1.98,0.27,1,0.9931471136242573
310.042,-3.229,999.0,999.0,-2.29,0.25,1,0.9978913146331373
187.914,179.09,999.0,999.0,-1.52,0.23,1,0.9983204132151577
522.43,50.177,-96.687,4.12,-1.14,0.22,1,0.9901573431634693
160.736,-36.452,-128.364,3.42,-1.65,0.29,1,0.9970081868151808
382.283,-1.681,999.0,999.0,-1.84,0.26,1,0.9971116060087513
50.448,155.137,-116.525,4.2,-1.49,0.27,1,0.9961036683055184
385.942,56.511,999.0,999.0,-1.68,0.26,1,0.9975238305507295
397.292,383.036,999.0,999.0,-1.66,0.29,1,0.9900170952980532
388.542,78.855,-102.152,6.49,-1.96,0.21,1,0.9975666384310324
340.197,355.433,999.0,999.0,-1.83,0.28,1,0.9947900438386874
182.234,-205.965,999.0,999.0,-1.82,0.24,1,0.9871150276034084
104.277,-0.394,999.0,999.0,-1.84,0.28,1,0.9965124705369318
325.802,164.007,-126.396,4.22,-2.06,0.29,1,0.9982259245397853
226.895,332.45,-112.694,4.52,-1.94,0.23,1,0.9967596849549234
495.004,328.468,999.0,999.0,-2.06,0.25,1,0.9828698150145725
300.181,-20.826,999.0,999.0,-1.87,0.23,1,0.9977590542719716
430.699,353.787,999.0,999.0,-2.1,0.27,1,0.9897491467654005
-53.631,-7.322,-109.367,4.53,-1.95,0.22,1,0.9776211358879029
504.83,-55.277,999.0,999.0,-1.68,0.29,1,0.9884250685720696
6.662,87.873,999.0,999.0,-1.35,0.25,1,0.9933197764897841
294.499,265.743,999.0,999.0,-1.65,0.2,1,0.9977111288072266
265.547,447.19,999.0,999.0,-1.86,0.25,1,0.9898163475321814
410.545,177.912,999.0,999.0,-2.06,0.22,1,0.9969181921329231
320.22,-21.186,999.0,999.0,-1.61,0.29,1,0.9976357701234294
22.068,172.84,-115.351,3.81,-1.54,0.28,1,0.994689883240601
-16.809,-106.368,999.0,999.0,-1.58,0.28,1,0.9725606591012262
460.879,72.984,999.0,999.0,-1.71,0.25,1,0.9954203656798611
329.216,128.654,999.0,999.0,-1.46,0.28,1,0.9982701482857862
70.991,528.649,-121.946,4.15,-1.8,0.25,1,0.9516250080698183
79.95,157.769,999.0,999.0,-2.1,0.28,1,0.9970124826778185
186.61,521.482,999.0,999.0,-1.81,0.24,1,0.9736981644108481
198.396,174.381,999.0,999.0,-1.72,0.28,1,0.9983786381269915
506.749,-17.952,-128.862,4.56,-1.69,0.25,1,0.9901408276626792
290.94,-43.161,-106.866,4.38,-1.96,0.26,1,0.9975057566832055
219.971,-69.03,999.0,999.0,-1.4,0.28,1,0.99698365291024
182.702,209.988,999.0,999.0,-1.66,0.3,1,0.9981652674803149
293.846,109.622,999.0,999.0,-1.69,0.22,1,0.9984538099905782
197.998,121.024,999.0,999.0,-2.06,0.22,1,0.9984362987427436
315.957,23.039,999.0,999.0,-2.01,0.23,1,0.9980669094354016
257.186,-98.681,999.0,999.0,-1.74,0.27,1,0.9963859200152526
-2647.231,-2859.574,999.0,999.0,-0.43,0.25,0,1.3661197044400967e-173
-1202.358,-2593.116,999.0,999.0,-0.66,0.26,0,8.805605142880271e-86
2968.016,-3624.443,999.0,999.0,-0.58,0.21,0,7.462453963966132e-175
-2382.241,-2953.794,999.0,999.0,-0.72,0.24,0,2.4033565813745296e-161
535.954,-3876.236,999.0,999.0,-0.66,0.25,0,1.257449839921291e-124
4413.506,-1173.089,999.0,999.0,-0.77,0.24,0,4.3518933264345445e-192
-2749.285,3344.964,38.481,4.84,-1.22,0.25,0,1.026507740252153e-163
-3918.926,-2614.736,999.0,999.0,-0.89,0.23,0,1.3285241802516075e-264
1613.203,-2254.73,999.0,999.0,-0.25,0.3,0,2.585052958936189e-58
-3569.061,-2734.445,999.0,999.0,-0.78,0.28,0,1.0114420526196108e-238
2971.258,-1496.642,999.0,999.0,-0.62,0.27,0,7.49251347284727e-93
-2864.342,-2210.113,999.0,999.0,-0.81,0.21,0,3.748020493026621e-158
-3777.385,-1641.917,999.0,999.0,-0.26,0.24,0,2.2029332593713956e-210
3858.458,-1641.205,76.503,4.1,-0.37,0.25,0,5.5631541807867635e-155
-4947.602,-3553.372,56.104,3.8,-0.92,0.23,0,0.0
4982.171,2173.426,999.0,999.0,-0.8,0.22,0,1.2971855612472263e-290
4276.887,-2498.715,999.0,999.0,-0.97,0.26,0,2.296952101480087e-213
-509.164,-3588.113,73.136,4.03,-0.79,0.21,0,2.2840505766155687e-118
2665.271,1211.104,999.0,999.0,-0.94,0.22,0,4.825198638413103e-75
1120.507,-1437.174,-53.26,5.35,-0.92,0.29,0,1.6124465415552138e-23
4539.472,-4008.598,999.0,999.0,-0.77,0.28,0,1.7964198128167136e-307
1254.858,3684.371,999.0,999.0,-0.75,0.28,0,1.4723533927959403e-115
2147.615,4902.083,999.0,999.0,-0.47,0.24,0,2.8136192482720744e-233
-3832.422,-3103.203,999.0,999.0,-0.32,0.27,0,9.017030717152503e-283
-4490.19,1635.902,999.0,999.0,-0.37,0.27,0,7.432190137772761e-250
3164.062,2462.697,999.0,999.0,-0.9,0.27,0,1.0789568337546274e-144
10.726,2960.305,28.72,4.49,-1.02,0.2,0,1.2405261465743629e-61
2684.227,3267.72,999.0,999.0,-0.6,0.29,0,3.4065987188107134e-153
-4063.414,-1022.11,999.0,999.0,-0.78,0.23,0,1.2007344302240608e-218
1670.268,-4215.717,999.0,999.0,-0.32,0.29,0,1.3218283506969724e-160
3538.277,-4879.614,999.0,999.0,-0.77,0.22,0,3.7107105730766084e-290
2446.985,-2033.507,999.0,999.0,-0.49,0.28,0,2.1632964894779894e-80
1652.688,-4464.755,999.0,999.0,-0.46,0.2,0,2.2497462404724126e-177
-2463.841,3625.739,999.0,999.0,-0.88,0.25,0,3.026253847108013e-161
4543.178,2420.489,999.0,999.0,-0.76,0.21,0,3.2020832641729185e-256
4593.08,-155.519,101.22,4.88,-0.83,0.28,0,2.0831056658630756e-202
3948.484,-4668.845,-6.723,4.64,-0.48,0.29,0,5.5074610388931726e-303
-2568.333,-478.533,999.0,999.0,-0.83,0.21,0,6.864816656360064e-90
154.641,-4710.261,999.0,999.0,-0.78,0.3,0,4.7269371260820845e-185
2251.866,-2552.83,999.0,999.0,-0.91,0.25,0,1.6092452068262002e-90
-4618.676,2774.635,999.0,999.0,-0.8,0.22,0,2.8413338011415636e-292
2369.195,-3221.271,999.0,999.0,-0.61,0.24,0,3.15838232892287e-125
-1452.293,3824.004,30.408,6.02,-0.73,0.22,0,6.521561817358994e-129
-2766.016,-3584.372,68.164,4.54,-0.33,0.25,0,7.7690321816646405e-224
-3385.799,-2828.146,999.0,999.0,-0.55,0.27,0,6.788977695853894e-228
3705.542,-1722.148,999.0,999.0,-0.03,0.29,0,1.6211653583199778e-145
-1599.953,-3763.93,999.0,999.0,-0.48,0.25,0,9.468862224759139e-167
-3398.288,-660.982,999.0,999.0,-0.93,0.29,0,3.520328126759467e-152
-130.481,-3693.472,-12.992,5.67,-0.77,0.2,0,6.7358270785333775e-118
1589.061,1573.345,999.0,999.0,-0.67,0.25,0,3.0960358508717107e-37
4663.561,-3998.528,999.0,999.0,-0.71,0.22,0,0.0
4136.657,-1797.539,999.0,999.0,-0.55,0.24,0,1.2695296763652488e-180
3947.701,517.594,-21.75,4.91,-0.65,0.22,0,1.511741723927583e-150
-3042.906,-3747.227,999.0,999.0,-0.98,0.3,0,4.0323487579358533e-255
-1509.827,-1791.788,999.0,999.0,-1.07,0.26,0,4.764906696129916e-66
4749.815,-3220.367,999.0,999.0,-0.77,0.2,0,9.228977574797929e-285
172.344,3373.565,999.0,999.0,-1.0,0.25,0,8.51050925665847e-82
-4559.976,-3407.627,999.0,999.0,-0.72,0.29,0,0.0
-1828.707,3573.06,-24.425,4.71,-1.17,0.27,0,9.205504152219359e-129
3249.685,737.818,999.0,999.0,-0.66,0.3,0,6.284148439825278e-102
1940.95,-273.49,999.0,999.0,-0.85,0.26,0,2.4200749559702136e-29
-4860.535,3859.919,999.0,999.0,-0.9,0.21,0,0.0
3064.672,-4743.904,999.0,999.0,-0.6,0.26,0,3.4335994000648028e-252
431.682,-3548.856,999.0,999.0,-0.62,0.22,0,8.54785860664125e-105
-4936.588,1140.873,999.0,999.0,-0.26,0.26,0,4.478954528907632e-291
3694.124,4124.018,999.0,999.0,-1.23,0.22,0,3.621891009665394e-276
1059.871,-116.194,999.0,999.0,-0.89,0.29,0,3.1354860259558757e-05
1077.514,-1830.338,999.0,999.0,-0.6,0.26,0,2.4089150811577705e-33
-3327.781,-4340.69,999.0,999.0,-0.7,0.3,0,0.0
2373.831,4547.764,999.0,999.0,-0.5,0.22,0,1.0522415514398916e-217
909.074,1730.075,999.0,999.0,-0.68,0.27,0,7.327930906602952e-25
1472.25,-2294.993,999.0,999.0,-0.57,0.27,0,2.5625208465317663e-56
-2503.225,-329.924,999.0,999.0,-1.08,0.22,0,5.382452557467608e-84
284.214,120.945,999.0,999.0,-0.86,0.22,0,0.9984863001554847
-1386.283,-4114.832,39.21,4.52,-1.54,0.29,0,5.543469640724656e-181
4035.748,-2533.68,999.0,999.0,-0.8,0.2,0,4.600901761890657e-195
